Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"TCL","Cultures et produits animaux","276","Allemagne","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","1101592","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","276","Allemagne","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","300560.64","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","276","Allemagne","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","629582","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","276","Allemagne","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2018","2018","tonnes","496552.41","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","276","Allemagne","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2018","2018","1000 US$","1333267","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","276","Allemagne","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2018","2018","tonnes","290395.78","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","276","Allemagne","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2018","2018","1000 US$","649072","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","276","Allemagne","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","tonnes","497106.39","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","276","Allemagne","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","1000 US$","1195077","A","Chiffre officiel",""
"TCL","Cultures et produits animaux","276","Allemagne","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2019","2019","tonnes","302061.52","A","Chiffre officiel",""
