Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"OA","Séries temporelles annuelles","368","Iraq","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","29422.695","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","368","Iraq","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","43533.592","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","368","Iraq","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","12307.036","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","368","Iraq","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","30305.174","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","372","Irlande","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","4771.854","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","372","Irlande","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","1764.335","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","372","Irlande","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","2997.322","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","372","Irlande","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","4834.507","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","372","Irlande","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","1769.22","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","372","Irlande","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","3034.528","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","372","Irlande","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","4896.019","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","372","Irlande","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","1773.798","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","372","Irlande","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","3073.341","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","372","Irlande","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","4946.119","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","372","Irlande","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","1776.656","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","372","Irlande","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","3111.336","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","372","Irlande","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","4986.526","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","372","Irlande","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","1777.637","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","372","Irlande","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","3148.202","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","352","Islande","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","343.632","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","352","Islande","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","20.862","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","352","Islande","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","314.163","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","352","Islande","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","352.946","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","352","Islande","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","20.899","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","352","Islande","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","316.881","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","352","Islande","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","360.774","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","352","Islande","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","20.929","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","352","Islande","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","319.637","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","352","Islande","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","366.669","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","352","Islande","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","20.942","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","352","Islande","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","322.286","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","352","Islande","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","370.335","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","352","Islande","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","20.938","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","352","Islande","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","324.826","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","376","Israël","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","8309.257","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","376","Israël","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","637.763","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","376","Israël","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","7683.807","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","376","Israël","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","8456.483","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","376","Israël","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","640.922","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","376","Israël","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","7811.919","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","376","Israël","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","8607.919","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","376","Israël","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","643.684","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","376","Israël","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","7940.232","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","376","Israël","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","8757.489","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","376","Israël","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","645.956","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","376","Israël","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","8067.603","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","376","Israël","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","8900.059","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","376","Israël","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","647.742","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","376","Israël","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","8193.994","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","380","Italie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","60004.032","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","380","Italie","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","17722.588","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","380","Italie","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","41637.312","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","380","Italie","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","59877.425","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","380","Italie","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","17527.87","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","380","Italie","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","41763.099","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","380","Italie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","59727.932","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","380","Italie","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","17329.18","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","380","Italie","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","41887.345","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","380","Italie","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","59500.579","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","380","Italie","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","17125.372","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","380","Italie","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","42006.701","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","380","Italie","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","59240.329","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","380","Italie","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","16916.734","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","380","Italie","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","42121.159","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","388","Jamaïque","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","2808.376","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","388","Jamaïque","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","1289.697","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","388","Jamaïque","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","1600.602","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","388","Jamaïque","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","2811.835","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","388","Jamaïque","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","1284.862","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","388","Jamaïque","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","1613.815","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","388","Jamaïque","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","2813.773","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","388","Jamaïque","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","1279.22","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","388","Jamaïque","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","1627.119","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","388","Jamaïque","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","2820.436","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","388","Jamaïque","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","1272.725","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","388","Jamaïque","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","1640.435","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","388","Jamaïque","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","2827.695","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","388","Jamaïque","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","1265.382","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","388","Jamaïque","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","1653.746","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","392","Japon","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","126662.472","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","392","Japon","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","10791.174","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","392","Japon","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","116693.276","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","392","Japon","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","126255.866","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","392","Japon","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","10663.807","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","392","Japon","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","116521.525","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","392","Japon","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","125791.677","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","392","Japon","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","10531.932","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","392","Japon","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","116322.813","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","392","Japon","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","125244.761","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","392","Japon","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","10395.975","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","392","Japon","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","116099.672","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","392","Japon","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","124612.53","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","392","Japon","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","10256.23","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","392","Japon","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","115853.245","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","400","Jordanie","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","10215.381","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","400","Jordanie","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","897.788","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","400","Jordanie","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","8804.565","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","400","Jordanie","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","10459.865","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","400","Jordanie","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","893.429","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","400","Jordanie","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","9010.373","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","400","Jordanie","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","10698.683","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","400","Jordanie","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","885.864","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","400","Jordanie","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","9183.93","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","400","Jordanie","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","10928.721","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","400","Jordanie","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","876.059","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","400","Jordanie","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","9332.603","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","400","Jordanie","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","11148.278","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","400","Jordanie","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","864.189","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","400","Jordanie","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","9456.165","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","398","Kazakhstan","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","18314.814","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","398","Kazakhstan","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","7766.771","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","398","Kazakhstan","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","10437.728","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","398","Kazakhstan","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","18538.099","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","398","Kazakhstan","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","7834.88","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","398","Kazakhstan","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","10568.98","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","398","Kazakhstan","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","18754.258","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","398","Kazakhstan","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","7894.648","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","398","Kazakhstan","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","10698.322","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","398","Kazakhstan","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","18979.243","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","398","Kazakhstan","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","7948.258","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","398","Kazakhstan","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","10828.881","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","398","Kazakhstan","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","19196.465","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","398","Kazakhstan","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","7995.847","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","398","Kazakhstan","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","10961.021","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","404","Kenya","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","48948.137","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","404","Kenya","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","36498.515","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","404","Kenya","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","13201.347","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","404","Kenya","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","49953.304","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","404","Kenya","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","37179.074","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","404","Kenya","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","13771.805","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","404","Kenya","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","50951.45","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","404","Kenya","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","37851.953","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","404","Kenya","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","14362.838","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","404","Kenya","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","51985.78","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","404","Kenya","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","38516.638","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","404","Kenya","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","14975.059","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","404","Kenya","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","53005.614","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","404","Kenya","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","39172.008","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","404","Kenya","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","15608.844","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","417","Kirghizistan","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","6121.261","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","417","Kirghizistan","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","3860.7","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","417","Kirghizistan","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","2184.417","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","417","Kirghizistan","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","6223.494","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","417","Kirghizistan","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","3903.563","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","417","Kirghizistan","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","2229.369","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","417","Kirghizistan","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","6323.643","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","417","Kirghizistan","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","3943.164","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","417","Kirghizistan","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","2275.452","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","417","Kirghizistan","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","6424.874","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","417","Kirghizistan","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","3979.161","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","417","Kirghizistan","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","2322.557","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","417","Kirghizistan","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","6527.743","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","417","Kirghizistan","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","4011.291","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","417","Kirghizistan","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","2370.607","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","296","Kiribati","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","120.362","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","296","Kiribati","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","54.402","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","296","Kiribati","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","61.996","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","296","Kiribati","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","122.261","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","296","Kiribati","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","54.403","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","296","Kiribati","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","64.011","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","296","Kiribati","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","124.241","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","296","Kiribati","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","54.392","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","296","Kiribati","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","66.036","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","296","Kiribati","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","126.463","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","296","Kiribati","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","54.37","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","296","Kiribati","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","68.069","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","296","Kiribati","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","128.874","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","296","Kiribati","551","Population rurale","3010","Population-Estimations","2021","2021","1000 personnes","54.333","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","296","Kiribati","561","Population urbaine","3010","Population-Estimations","2021","2021","1000 personnes","70.1","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","414","Koweït","511","Population totale","3010","Population-Estimations","2017","2017","1000 personnes","4124.904","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","414","Koweït","551","Population rurale","3010","Population-Estimations","2017","2017","1000 personnes","0","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","414","Koweït","561","Population urbaine","3010","Population-Estimations","2017","2017","1000 personnes","4136.528","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","414","Koweït","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","4317.185","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","414","Koweït","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","0","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","414","Koweït","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","4197.128","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","414","Koweït","511","Population totale","3010","Population-Estimations","2019","2019","1000 personnes","4441.1","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","414","Koweït","551","Population rurale","3010","Population-Estimations","2019","2019","1000 personnes","0","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","414","Koweït","561","Population urbaine","3010","Population-Estimations","2019","2019","1000 personnes","4248.974","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","414","Koweït","511","Population totale","3010","Population-Estimations","2020","2020","1000 personnes","4360.444","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","414","Koweït","551","Population rurale","3010","Population-Estimations","2020","2020","1000 personnes","0","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","414","Koweït","561","Population urbaine","3010","Population-Estimations","2020","2020","1000 personnes","4302.875","X","Ciffre de sources internationales",""
"OA","Séries temporelles annuelles","414","Koweït","511","Population totale","3010","Population-Estimations","2021","2021","1000 personnes","4250.114","X","Ciffre de sources internationales",""
